2014-04-15,23,16,多云,微风,小于3级
2014-04-16,27,17,多云,微风,小于3级
2014-04-17,29,20,多云,微风,小于3级
2014-04-18,30,21,多云,微风,小于3级
2014-04-19,29,21,多云,微风,小于3级
2014-04-20,29,20,阴,微风,小于3级
2014-04-21,23,18,阴,微风,小于3级
2014-04-22,28,19,多云转阴,微风,小于3级
2014-04-23,23,18,阵雨,微风,小于3级
2014-04-24,25,18,阴,微风,小于3级
2014-04-25,25,18,多云,微风,小于3级
2014-04-26,26,20,阴,微风,小于3级
2014-04-27,27,20,阵雨转雷阵雨,微风,小于3级
2014-04-28,25,20,多云,微风,小于3级
2014-04-29,23,20,多云,微风,小于3级
2014-04-30,23,17,阴转雷阵雨,微风,小于3级
