6 这雾霾天里，戴眼镜的人真够悲的，戴上口罩哈气呼在眼镜上仿佛进了蒸汽腾腾的澡堂子，雾霾加哈气，任嘛都看不见。摘了眼镜立马掉入浑沌世界，模模糊糊深一脚浅一脚没着没落的。口罩大师们，可不可以给我中华庞大的眼镜一族设计款适用的口罩啊！
7 ,星期四 今天天气依然很糟糕PM2.5指数254 口罩都快成为我的生活必须品了[泪]今天每日一句 说点什么呢[懒得理你]Honesty is the best policy. 做人以诚信为本 [怒]说你呢！！快点老实交代,
18 古龙版天气故事（2）：浓雾，京城，烧焦的空气，白衣少女飘然而过，她的脚步匆匆，她的气息匆匆，她的心绪也匆匆……后来，这丫头得肺癌死了。故事提醒我们雾霾天要戴PM2.5口罩。
7 ,这俩天北京  [衰]  还好有TOP口罩 [兔子] 下一秒就屁颠屁颠烫头去了~,
24 从网店订了东东，送到时居然有送一包亲爱的洁白口罩，心中一暖，眼泪差点流了下来。真救命啊！[泪][做鬼脸]
9 我刚才出去的时候忘了戴口罩，这一回来嗓子就开始不舒服了！北京的毒气实在是太厉害了！！
18 明天的空气指数依然不乐观，突然想到明天早上在地铁站摆个摊卖口罩应该会不错[疑问]
8 其实成都的空气也不好，出门要带口罩啊亲们
29 与前两部《钢铁侠》电影不同，《钢铁侠3》有所谓的“国际版”和“中国版”之分，中国演员王学圻和范冰冰都加盟了《钢铁侠3》，两人在“中国版”中还有一定戏份，但在“国际版”中范冰冰完全消失不见，王学圻也只有句“你好”的台词和最后戴着口罩一闪而过的戏份。
8 转：北京风光，千里朦胧，万里尘飘，望三环内外，浓雾莽莽，鸟巢上下，阴霾滔滔！车舞长蛇，烟锁跑道，欲上六环把车飙，需晴日，将车身内外尽洗扫。空气如此糟糕，引无数美女戴口罩，惜白化妆了！唯露双眼，难判风骚。一代天骄，央视裤衩，只见后座不见腰。有不要命者，还做早操。
27 长痘长的都想戴口罩了。。。擦东西遮挡更严重，所以就这么着吧。烦着呢。
25 据说从明天开始北京又要迎来雾霾天气了，口罩伺候，等着再一次爆表。[吐][吐][吐]
10 , @Interalia 口罩断货[泪],
26 雾里观景、霾里行路；吸进污物、呼出毒气；一呼一吸、危害加剧；减少外出、佩戴口罩；节能减排、环保出行；为了大气、拒绝鞭炮；一点一滴、从我做起。
28 AUV，在医院待得我浑身过敏，浑身上火，起了好几个大痘痘！崩溃啊，口罩带起。
4 你值得骗吗？你有什么点击率吗？为什麽不找最厉害的人点击？要找你？你的价值在网上有那麽大吗？就你的是工作，世界是大家的，谁都有说话的权力，不只你一个人，幸好你不是主人，别人都要戴口罩，被你捂着嘴了，好坏不分的人，有啥魅力？
26 在食堂碰到极品大爷，发飙了！冲着食堂管理员大骂：瞅你们那粥什么jb玩意，带个口罩都tmd能喝进去！
8 ,《沁园春·雾》 北京风光，千里朦胧，万里尘飘，望三环内外，浓雾莽莽，鸟巢上下，阴霾滔滔！车舞长蛇，烟锁跑道，欲上六环把车飙，需晴日,,将车身内外，尽心洗扫。空气如此糟糕，引无数美女戴口罩,,惜一罩掩面，白化妆了！唯露双眼，难判风骚。一代天骄，央视裤衩，只见后座不见腰。,
7 面对北京日益严重的空气污染，我想问问政府，2012年我们有多少个蓝天，别告诉我比2011年多。现在见面的第一句话不是您吃了吗？而是你带口罩了吗？
13 今天大风，北京空气格外差，路边街头一哥们儿戴了一非常专业的口罩，正当我为自己没戴口罩懊悔时，只见他摘下口罩，以迅雷不及掩耳之速点起一根中南海，猛吸起来！我顿时释然了！[挖鼻屎]
10 戴口罩儿那些的，怕死别在北京待着啊。今儿又没刮风怎么着的。天儿多好啊，也TM不怕捂出痱子[怒][怒]
10 8级大风受不了，走了3小时成了泥人，还木有口罩！！！口罩，出行必备之良品。好想念重庆的春天啊[泪]
21 这男的，是我爸，输液回来就带着小熊维尼口罩QQ斗地主！！！[哼][哼][哼]
27 我们单位有个人，开车戴口罩，他是有多害怕污染啊。
18 早上地铁看到身边有个人带着口罩帽子，时不时的咳嗽疑似H7N9，果断躲开，力求平安。
18 ,有点儿 小 落枕…嗯…小的…就是歪脖子的时候有点儿疼而已?话说 昨天我竟然梦见@胖子De胖胖 夜里两点给我发信息 说咱们唱歌去吧 之后就是地址…[汗]然后 我就接着睡了?[挖鼻屎]早安?戴口罩弄的我刘海儿都结冰了?,
6 我在发热门诊，人少严肃带口罩[泪]
27 小区门口的药店口罩卖完了，药店的人感慨买口罩的人比买药的多。是否需要上网抢购几个呢？
12 ,今天北京需要防pm2.5的口罩。@amazon007 @孟江男 @七七home,
24 今天不该出门的，现在有点头痛，会呼吸的痛啊::>_<::，得买防毒口罩了……拯救我吧。。。还有感谢师傅在天津给邮的明信片，济南买的一对八戒泥人*^O^*，大爱啊，师傅最好啦~~?
17 地铁里空气不流通，如果不热恨不得戴口罩，你说怎么有人一直吃着泡泡糖，吹泡泡呢！吹出来，沾满异味和细菌又吞进嘴里[生病]，还特不屑的表情，真是变态[吐]
8 ,北京风光，千里朦胧，万里尘飘，望三环内外，浓雾莽莽，鸟巢上下，阴霾滔滔！车舞长蛇，烟锁跑道，欲上六环把车飙，需晴日,,将车身内外,,尽心洗扫。空气如此糟糕，引无数美女戴口罩,,惜一罩掩面，白化妆了！唯露双眼，难判风骚。一代天骄，央视裤衩，只见后座不见腰。尘入肺，有不要命者，还做早操！,
17 菲特登陆福建了，浙江风雨猛烈了，北京雾霾又来了，人们都戴上口罩了...天气多变，同学们保护好自己[心]顺便了解一下关于天气的英文吧，每天学习一点，学问增长一些。[心][呵呵]
15 大制作也不严谨了点，钢铁侠3手术那段该请个医生指导一下就好了。哪有刷手不带口罩的，哪有站在手术台边都带了手套才带口罩的，看着还蛮奇怪的。
13 H1N1猪流感的到来，给2009年平添了一把恐惧感。口罩成了出行人群的必备，有人设计出了造型各异的口罩，这款大猩猩版口罩就让人忍俊不禁。
10 ,风沙来了[泪][泪]没戴口罩骑车到办公室，哮喘差点犯了……骑到半路把墨镜翻出来戴上才保证了安全啊有木有= =后来等绿灯的时候有颗小石头被吹起来正砸在我镜片上，都有声音的||||||||| 明天一定要围巾口罩都准备好了[生病]我想开车上班啦…………,
12 冬天五忌：一忌常舔嘴唇。会越舔越干糙，实在要舔就舔别人的；二忌要用热水烫手，易生冻疮，实在怕冷就用别人的体温烫；三忌睡觉前洗头，易发烧，实在要洗就洗下头；四忌外出带口罩，易呼吸不畅，要带就带安全套；五忌常做爱，影响孩子休息，实在要做就去别人家里做。
17 看着它我就想到没带口罩我的肺啊[抓狂][失望][伤心][弱][怒]
6 各位乡亲们~新闻上说，咱们公司门口的地坛医院是H7N9定点收治医院！！大家带好口罩保命吧！[感冒][感冒][感冒][感冒]
8 ,北京风光，千里朦胧，万里尘飘，望三环内外，浓雾莽莽，鸟巢上下，阴霾滔滔！车舞长蛇，烟锁跑道，欲上六环把车飙，需晴日,,将车身内外尽洗扫。空气如此糟糕，引无数美女戴口罩,,惜白化妆了！唯露双眼，难判风骚。一代天骄，央视裤衩，只见后座不见腰。有不要命者，还做早操。(转)[偷笑],
2 2008年吧，当年辱骂过这位老兄的人们，最近你们戴口罩了么？[挖鼻屎]
0 口罩二人组……
19 天气真是不好，今天开始戴口罩！，
3 雾都飘进楼道了，人间仙境，果断抻个口罩戴戴[挖鼻屎]
27 双层口罩都遮不住，这浓郁的乡土气息！！[泪][泪][泪]坐在办公室里。。我也带着口罩了！！我们中国人就是身体好啊。。面对这样恶劣的天气，都可以游刃有余！
13 ,明天参加线下活动的亲们都戴着点口罩吧,,@Fuent蚊子 明天在家乐福看看有没有卖一次性口罩的来120人份,,如果没有就算了 明见,
0 没抹防晒没戴口罩就出门了?
10 今天没戴口罩，神了。
17 发的碳口罩今天戴上试试[嘻嘻]还能认出我来么[嘻嘻][哈哈]
0 我的口罩带反了，[嘻嘻][感冒]
19 哎，雾霾天气真是烦人，看来真的得买个防尘口罩了
9 ,回归非典 带口罩上班 可是非典不过敏啊 我怀念非典[泪],
10 ,今天的空氣質量好差勁呢，這應該不是起霧吧@美容_美颜 ，忘記帶口罩。,
8 ,早起一天，就赶上这天气，太牛逼了，咱们得早死多少年啊，嘉爷，我想问问你的口罩在哪儿买的@大王喵喵酱 @LuckyStrike嘉 @kevin-健 @luck伟伟,
19 昨天讨论这污染再搞下去，应该放公众假期了。结果发现，交警更惨，连口罩都不让戴，这算不算故意伤害呢？
18 中度污染的天气出去跑步是否该戴口罩？[思考][思考]
15 ??兄弟们！才十点多空气质量就接近暴表啦！各位，都不想明天穿着漂亮衣裳却带个大口罩拜年吧？手下留情吧??
2 ,新浪娱乐讯 汪峰终于忍不住啦！今夜(9日)，汪峰在上海八万人体育场开唱，并在歌曲《我是如此爱你》暖场下，进行了长达八分半钟以上的真情告白：我想象有一天，我们可以像正常人那样拉着手，在街上购物、散步，沐浴着阳光。我想象有一天我们在阳光下，不用再戴着口罩。人们不再是举着相机拍照，而,
18 ,一个散发着浓烈香水味的人站在我对面 他居然还戴着口罩 连我这种感冒的人都闻见了 太浓了 [衰],
26 ,对@十月鱼鱼 说：大牌用的道具都大牌[挖鼻屎]带口罩的恶魔已经不能满足胖胖了。。。。,
1 ,日蒙蒙 夜蒙蒙 风挡玻璃灰一层／戴口罩 配美瞳 及防沙来又防尘／城市大 空气差 想念俺屯的绿化／人在撮 天灰暗 这样折腾可咋办／,
1 我们一起高一的时候不吃食堂吃泡面吃的满楼道都是泡面味一起吃我从家里带的盒一起去疯果买现在看来俗到爆的围巾一起戴口罩一起下学坐地铁回家一起剪头发一起讨论好看的衣服那时候爱的还是阿迪耐克连乔丹是什么都懵懵懂懂一起换IPHONE4一起越狱一起下奇奇怪怪的软件一起学着给照片
1 戴着口罩外出一趟，这整的鼻腔疼...这空气太可怕了。回到家感觉好多了。
19 ,周三 思想斗争再三还是懒得外出了，就在操场凑合吧，NIGHTRUN60 好麻烦，又是护腰又是护膝又是口罩的。回来着急帮朋友物色钻戒没有太久无氧，臀桥卷腹各一组～,
1 翻出一只口罩不知能否挡的住PM2.5
9 ,1.15快钱一大把，插满了两个杯子。 2.今天终于和连续好几天晨跑相遇的人第一次打了招呼。雾霾天气晨跑需要勇气，视力以及大口罩。 3.i have four brothers,,intelligence friendship strength and poetry。,
27 ,地铁上碰见一朋友，完全不能跟@任奇妙1212 一样，大老远的就把戴口罩的我认出来。。。抬眼瞟了我三次，我摘了口罩才惊愕，你呀?大哥，咱俩是多不熟啊！！！,
12 日，没人戴我也戴，两快七买的，找回逝去的青春，可惜对不住小铺老板，估计正在进货三块八的呢。青春时可能错过了一些美好的事和人，真不在意，没有一点悔意，不可能吧，但生活有时可能只能沿着预设的轨道运行吧，看过，经历过我应该感恩，生活还的前行呢，收起忧郁的眼神，戴上口罩，向上吧中年[干杯]
13 ,[抓狂][抓狂][抓狂][抓狂][抓狂]最讨厌春天 花粉 柳絮 [抓狂][抓狂]口罩 流鼻涕 抗过敏药[抓狂][抓狂][抓狂]讨厌春天,
1 今天有氧到此为止。空气差到连口罩都懒得带了。[泪]
28 本人平时很少吃斋念佛，但就这样，老天爷还是十分眷顾我，自打北京的雾霾天开始就让我得了急性肠胃炎，在家躺了三天还未见好，连口罩钱都省了。正所谓“厚德载雾，自强不吸”，现在我终于理解其真正涵义了。
18 早安！外面沙尘天了，出门带口罩吧。
28 马上接连又是几个大雾天，买口罩去！
14 从08年得瑟地数蓝天到13年蓝天总是昙花一现～各位代表们戴口罩了吗？
0 今天早上依旧帽子口罩全副武装，到了公司和迎面过来的两个同事点头致意问早都被无视。突然发现，人的嘴巴除了吃饭和说话之外还有很大的功用——微笑。
24 ,刚才给我爸妈看了我穿长颈鹿睡衣和戴口罩的照片，结果他们乐的门牙都快掉了[笑哈哈][笑哈哈]@sisiheehee @木十二_ @一出草水,
9 感冒了，一会儿睡觉还得带口罩，真惨。。。[泪]
2 北京的空气是有多糟'口罩最近火了！
18 空气没好几天，又这样了。原来，以前觉得虚无缥缈的买空气一说，真能成为现实。看霍比特人最大的感受，就是羡慕他有如此美妙的环境，绿草茵茵，万物和谐。而在北京这种环境下，什么和谐社会都是白扯。[大哭]把空气净化器开到最强档，准备好了口罩，各位晚安！[月亮]
9 剪发前留念，第一次带口罩染发，加入提浅提亮的染发膏好呛鼻子！
25 ,@中国天气网 遍地都是“空气污染，建议减少外出”，为啥不来点现实的，要求企业员工在家办公，这样才能减少外出嘛。话说口罩神马的真的减少吸入污染物？,
20 ,清华南门掉头，迎面见一老妹带3M N95牛鼻口罩呼啸而来。真逗！,
10 最好的美容产品是：墨镜+口罩
6 刚说新到货的口罩这两天可能用不上了，这天就变成这样儿了。真够配合的！
7 这是小妹去名古屋拍的，她说日本人戴口罩是防花粉的
23 一个用了5天（每天3小时而且还是在公交车里）和一个新口罩的对比图
5 看到今天空气质量这么差，真心不想出屋啊。没办法还要上班，走起。朋友们今天出行，请带口罩。
5 灰压压的天，出个门，还要在车里戴口罩?
5 本来觉得公司就俺一个人带口罩怪怪的，这下好了HR发口罩了!哈
10 今天是帽子?，口罩?，墨镜一个都不能少，外加身上挂个秤砣，以免被吹飞！沙尘暴来了吗！太讨厌北京大风天！
16 在雾霾时除口罩外强烈推荐此神器。。菲丝摩尔清洗器、鼻炎发作后用完也很舒服。[感冒][感冒]
5 ,我需要口罩 大小颗粒都进不去的 白色的 不贴脸的 经过认证的 能挡得了风 避的了尘的,
7 今天的空气质量，还是呆在家里不要出去了，实在有事要外出的话，记得带上口罩！
2 ,风大，大家注意保暖，还有更重要的口罩~@中国妇女旅行社总社 @Mr纪小龙 @捣蛋-小闹 @镜子2012,
1 北京今天空气不好，大家要注意戴口罩哦！每天都HAPPY！
0 ,中了PM2.5口罩，请问@中青旅 应该如何领取呢？[哈哈],
25 今儿朋友提醒别出门，我赶脚待在北京不出去感受下大自然赏赐的风天雪地是不完整的生活，于是我兴奋地走向了窗外的马路。当我开始感受到风的呼唤与咆哮时，我怀着激动的心情亲吻了它，或许就这一吻太过激情，风悄悄地带走了我的眼镜，瞬间只给我留下口罩，却没留下一片云彩……
20 北京空气指数：细颗粒物（城六区180-200），属于中度污染。出门最好戴口罩。今晚将迎来放鞭炮的高峰，城市将笼罩在高度污染空气中，大家要手下留情，少放焰火啊！
19 那天，伊人的表哥来帮伊人“春运”单位发的东西，看到伊人那么不会照顾自己而引发感冒，一边让伊人带上口罩一边数落着伊人，伊人无所谓的借个耳朵给表哥，嘿嘿。
22 但愿这次的禽流感不会像那年非典一样。大家在空气质量好的时候也带上口罩吧！别到人多的地方去凑热闹了！[泪][泪]
4 硬挺了这么多天终于传染上了。提醒各位患有甲流的人，戴口罩是保护他人、负责任的体现。
10 ,真NB单位发口罩和感冒药   [泪]把后路都给掐了,
3 自1月10日起，已连续四天重度污染，预计还会持续两天，峰值时PM2.5浓度超过700微克每立方米，为真爱生命，保持健康，体恤员工，特发折叠式颗粒物防护口罩五个。[爱心传递]
9 自从知道了PM2.5，大家感觉都金贵起来了，出门的时候戴个口罩得瑟，不在户外的锻炼的理由也堂而皇之，最重要的是米国人也用这个标准[嘻嘻]
22 好感动。去年刚认识崔先生的时候说过对柳絮过敏的事情我早已不记得了，而崔先生还记得那么清楚而且还提醒我戴口罩别过敏了。。。其实，男人这样足矣了，还要求什么呢。。。
14 能不出门就不要出门了，出门一定带口罩，全是＂毒气＂[衰]
23 昨儿个牙疼一天没怎么吃东西，现在开始饿的有点胃疼还想吐了?真是不作死就不会死的节奏。这么早出门手套围巾帽子口罩一应俱全?美图秀秀的土豪金边框，果然土豪?
23 可恶的白色污染。室外有风，刮得柳絮和杨树的毛毛弥漫空中，太痒了，鼻子刺痒、裸露的皮肤刺痒，挠蹭的地方生疼，还直想打喷嚏，很多人边走边在空中瞎胡虏，或在吹眼前的毛毛，也是一道景观。劝大家最好别出门了，要不就戴上口罩好了。天气预报说今夜有雨，希望明天不要再有霾、空中不再有白色污染。
25 忽然想起这几日北京各大重要场所站岗的解放军，雾霾天气下忍受煎熬，还不让带口罩，敬礼！[good]
0 ,原来觉得戴口罩可??了，现在    呵呵。,
0 明天去出差，口罩准备中。。。
14 我好像是穿的有点多！一条球裤，一条牛仔裤，一件秋衣、一件衬衣、一件毛衣，一件羽绒服，另外还有老年人专用的护膝和护腰！哈哈，当然围巾帽子口罩不能少，另外还有腰前后俩块暖宝宝夹击。。。冬天啊，冷死我啦，吃块芝士蛋糕补充热量！
22 喘气都费劲，心胸憋闷。奉劝各位减少户外活动，戴好口罩。[感冒][感冒][感冒]
15 空气好差，已经没有开窗换气一说，空气净化器总觉得有股闻不惯的臭氧味。炖煮一直放莲子百合，口罩也注意带，家里和常接触的人暂时没有咳嗽的，不知还要多久冷空气来，苦闷就是形容这样心情的吧[黑线]
12 自从买了强悍的口罩之后，心里竟有点盼望雾霾天。罪过罪过[害羞]。今天如愿了，一家三口都戴上9332了。今天觉得没有那么闷了。
2 ,大雾弥漫在这里的每一条街道//空气污染指数竟然不断爆表//除了仙境般的楼阁把你我围绕//我依稀看到了满街满眼的口罩//谁在雾里寻找，谁在雾里哭泣//谁在雾里活着，又在雾里死去//谁在雾里奔波，谁在雾里哭泣//谁在雾里挣扎，谁在雾里窒息//北京，北京……《大雾版 北京 北京》，有才[good],
21 下雨啦天晴啦，今儿这阵雨还挺大，正好缓解下这几天严重的空气污染。每天看着网站首页上空气污染程度严重的红色，越来越想买个活性炭的口罩了。。。。
0 口罩天
17 跑了好几家药店口罩都卖完了，等死吧呵呵
16 刚才听广播里介绍国外应对空气污染的举措，指数上了50就是事了，上了100就是大事了，到了500那就是灾难了。看看我们这儿，快上1000了早上不少人还在室外晨练，大街上许多人在悠闲自得地散步，竟没几个带口罩的。2.5Pm能吸入肺中进入血液，长时间在户外无异于洗毒气浴成了人肉吸尘器。无知才能无畏啊。
21 一会儿就出发去深圳，不知那边雾霾是否严重？是否需要带口罩呢？
22 ,今儿的护士姐姐一点都不温柔~[衰][衰]流血啊！流血啊！ 看见我咳嗽，立即瞪大了眼睛，给我拿个口罩！[怒][怒]你才禽流感呢~~[怒骂][怒骂],
14 随着手术灯地熄灭，产房里传来一阵哭喊：老公！对不起！！！等待中的男子额头直冒粗汗，他看了看表，已经是8月23日临晨了。这时大夫从产房走出，揭下口罩，叹了口气说：孩子是处女座，我们已经尽力了。
20 虽然今天污染厉害还是去了颐和园，目标是耕织图，本打算看完耕织图就原路返回，但累得要死，就坐船到十七孔桥，正好路过大黄鸭。戴了口罩，嗓子还是不舒服，西堤美景因为雾霾减色不少，但人少，心静。
0 D202。我终于还是感冒了[生病]鼻涕哗哗的[生病]戴上口罩了，希望千万可别传染给缀缀！今天带病也办了不少事，和新接头取来了vd和鱼油，搭进去200块钱给她家过生日的娃。配了新眼镜。吃到了绿茶。傍晚家中俩男士还去抽金条了，一个没抽到，另一个连车都没停进去堵了45分钟转一圈就回来了[偷笑][偷笑]
19 今天的天气多少让人感觉到深秋或者初冬来临，不知道是不是那股黯淡深沉带给人的抑郁，奇妙的是我居然从防毒口罩中闻到一种温润，象是南方的风[微风][微风]最近在读几本书，强烈推荐右下角的给所有女性，爱自己，先要懂自己[心]
28 ,还真的是连呼吸都痛。从明天开始下午带口罩跑步去。EAT LESS,,AND READ MORE!!!!!!!,
9 ,@江筱湖 老大哪有卖PM2.5口罩 @白蛇团,
4 雾都和戴口罩的机车男……
7 明天我要带口罩[雾]
10 ,单位发给每个人的3M口罩[酷]@蕾希斯丶V丶菲莉希媞丶煌  @可爱绽放0523  @灰斗斗不败家 [哈哈],
4 在门头沟的一户业主家里测量。戴口罩的美女是设计师宋老师，她今天过敏了……
0 科学胜过愚昧。每个人多一点科学意识。疫情爆发后，人群中会出现恐慌情绪。这时候，在你活动的场所喷洒消毒水，告诉你这里的病毒被灭了；出门戴上口罩，告诉你病毒被隔绝在口罩之外了；肚里服下一包板蓝根，告诉你体内建起了防御。于是人心稍安。
26 公司免费发的口罩颜色像内裤，但我还是为民企能作到这样很感动
22 之前买的口罩是为了防PM2.5，好么现在还能防禽流感了，真是一举两得呀。
7 ,谢谢彤妞儿@青椒Rose儿 的3M口罩，太给力啦[亲亲],
20 回家的地铁途中，戴口罩
0 口罩与我如影相随！
18 今天空气严重污染，由于早晨没戴口罩，胸口发闷，呼吸困难。不知有多少人像我一样，因空气污染而染上肺病的？
4 ,大雾弥漫在这里的每一条街道 空气污染指数竟然不断爆表 除了仙境般的楼阁把你我围绕 我依稀看到了满街满眼的口罩,
27 感冒上手术什么的口味最重了，一把鼻涕一把泪，全罩在口罩里了
10 今天最悲剧的是忘带口罩了
1 ,带上口罩 空气确实变好了！！！,
21 空气真的好差！下课去买口罩！坑爹的大帝都！
26 才带了三天，只在上班下班的路上带，中关村到颐和园的距离，单程半个小时公交车，白色的口罩已经黑了，想当初在深圳，几个月不用擦白鞋的说。
28 往头上套了：眼镜、耳机、口罩和大毛帽子以后，我有一个疑问……脸哪儿去了[衰]？！
5 妈妈回来了，可是生病，要带大口罩才能和我玩儿。下午睡醒，我和妈妈说，病了就吃药吧，坐下歇会儿
0 你也想带口罩？@snowfallli
0 一定要带口罩外出，如果可以，还是不要出去了
27 一年四季坐公交地铁都想戴口罩，这味道实在太浓郁了，麻烦您洗洗脚擦擦身，没人说您瞎讲究呀！
0 口罩戴上以后不影响呼吸，鉴定完毕。
1 ,这破天 果断戴了口罩 嗓子和鼻子舒服多了,
29 今天天气预报说空气中度重污染，戴3M口罩出的门。若干年前，在马路上看见汽车，“哇，汽车！”，如今看见那些排着长龙的车，“啊！尾气！”差异啊！
6 ,崽子好暖……[爱你]@华晨宇yu 你的口罩是化纤的，还印了图，不透气啊，下次换个棉的吧[酷]皂片，没有高清，只有高糊……[悲伤][泪],
1 最近空气不好，要带口罩哈。。记得
16 春季沙尘高发季，防护秘籍分享你，沙尘过后再通风，尽量不骑自行车，勤洗手脸多喝水，外出当穿鲜艳衣，眼镜口罩不能少，出现不适速就医。温馨关怀已送到，快乐安康都伴你！
9 ,事实证明，戴着口罩跑步是会憋死人的！ 今天下班出了地铁公共来了，开始跑，追，赶。赶上车，使劲倒气，快倒不上了都，一把撤下口罩，才缓过来[闭嘴]好险,
11 ,没想到第一次用你的@超小清 超级纳米口罩竟然是在家里。。。现在家里充斥着重感冒病毒。。。到现在为止我还没有倒下，说明还管用，大力推荐！,
7 雾霾来了，赶紧买口罩吧！@刘松律师
0 以暴制暴，今天出门终于不用戴口罩了。
13 清晨出门戴上围巾，就觉得围巾上有股气味不大对。因为有霾，又戴上了口罩，就没太在意。刚刚想起，拿出来闻闻，闹了半天是你口气的味道。一定是你昨天乘我不注意，又叼走了我的......。回家再算账！
15 实在受不了北京的空气买了防PM2.5口罩，但老感觉空气会从鼻子两边进来，不管用，跟同事抱怨了以后，他说：你不会是戴反了吧？回去一检查，发现用于卡在鼻梁上收紧口罩的铁丝一直被我戴在下巴的地方...就这样戴了两个礼拜⊙﹏⊙b汗
5 二月的第一天，看见蓝天不戴口罩还有点不习惯。终于快回家啦。[浮云][浮云][浮云]
18 百合花抽象图形是品牌花系列的精髓，要细节和随时做到深入品牌精髓，谢谢妹妹送的「土豪」口罩，太到位了[偷笑]
13 这天儿，该准备个口罩了。。。。。。
9 我刚刚就口罩问题写了一点文字（word格式），请教如何放在微博上？@核战美女
0 戴上防毒口罩，呼吸困难
23 在医院药房看到传说中的PM2.5对策口罩N95啦[感冒][嘻嘻]
9 这口罩戴的～～～我都快喘不上来气啦～[汗]
14 昨天下班路过某武警支队门口，发现大门里摆着张桌子，旁边立着一牌子写着自觉测量体温，桌子后面坐着一军医吧~~今天我果然的买了一盒医用口罩~~昨晚上给老公打电话问了下该不会五一我过去都不让进营区了吧！
12 ,碰到一个SB女人。麦扣好端端走着准备回家，没招谁没惹谁，此女在楼洞门口呵斥我让我抱起麦扣，一边还恶狠狠地冲麦扣骂：滚！你以为你戴个口罩就能掩盖你是个SB的事实了么？！哪天非把你人肉出来住几层不可！[怒骂][怒][怒][怒][怒][怒]@老陈CHCAYA @twomix宝贝 @黑加仑之泪 ,
12 老妈一早拉我起来去相亲，我不愿意，老妈就恐吓我一周不煮饭，最后我妥协了…戴着口罩眼镜屁颠屁颠地出门了。到现场后远远看到我妈向我招手，可能是认出衣服的关系吧。然后我走过去摘下眼镜那一刻，周边空气寂静了…我妈一大巴掌打过来说：把你妹妹叫来！然后跟相亲的人解释说这个是哥哥…
20 你大爷的，刚买了个口罩对付这两天的雾霾，就他妈让晚上这破逼风给吹没了！
25 这天，室外作业太难了，应该给环卫，交警，等岗位发最好的口罩。
10 这雾霾天实在沒有出门的勇气，无奈有约在前，只好装备好大厚口罩出门，看来得网购些防毒面具囤着。。。
20 ,这今天空气这么糟糕，走几步就呛鼻子 ，三个月准备的3M活性炭口罩，是时候可以上场了！需要的直接找我要，带上秒变科学怪人弗兰克哦！真正的圣诞老人总是在你最需要的时候送礼物。,
29 3M的N95口罩成了畅销物了~不过据说只是防非油性颗粒物，北京都是油性的，不知真假
0 有口罩戴个口罩@樊琳nananana
0 飘杨絮了，该带口罩了！
6 ,帅哥你那里一切顺利吗？我的眼镜买回来了[酷]@lakerhater ，这边的风太大了带口罩都挡不住、,
6 哇！注意出行带口罩和眼镜……！
